review_id,tanggal,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
Z000413,2024-12-01,"warna bagus, bahan sementara nyaman",warna bagus bahan nyaman,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: Sage Green - XXL,Tidak ada gambar,Z000413.jpg,4,Positive,1.0
G000079,2024-12-01,"celana nya bagus bahan cakep , size sesuai dengan yg saya pesan thanks 👍",celana nya bagus bahan cakep size sesuai pesan thanks,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 31,Tidak ada gambar,G000079.jpg,5,Positive,1.0
F000133,2024-01-01,Mantap pokonya josss..,mantap poko josss,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Hitam,Tidak ada gambar,F000133.jpg,5,Positive,1.0
B000011,2025-02-01,"Kecewa Banget pesen 4 Datengnya 3 , yg ini ngga dikirim",kecewa banget sen datengnya ngga kirim,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: PINK TWINS GIRL - L,Ada gambar,B000011.jpg,1,Negative,0.0
L000366,2024-01-01,barang cepet bgt datangnya.,barang cepet bgt datang,CELANA PANJANG JEANS PRIA STRETCH,Varian: black garment - 28,Ada gambar,L000366.jpg,5,Positive,1.0
F000226,2024-01-01,keren,keren,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Abu Tua,Tidak ada gambar,F000226.jpg,5,Positive,1.0
N000015,2025-03-01,Nerawang pesennya all size datangnya gede banget,nerawang sen all size datang gede banget,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Marun - All Size,Tidak ada gambar,N000015.jpg,1,Negative,0.0
H000127,2025-03-01,Untuk ukuran sama warna sesuai tpi KLW jahitanya tidak rapih😔.jahitanya besar kecil.pas sambungan buat tali,ukur warna sesuai tpi klw jahitanya rapihjahitanya kecilpas sambung tali,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Maroon - Tangan Panjang (Sz Jumbo),Tidak ada gambar,H000127.jpg,1,Negative,0.0
AG000036,2025-02-01,"Knp kaos bagian bawahnya gak dijahit
Beli 2 semua kondisinya sama 😭
Masa kyk gini sih
Yg amanah lah",knp kaos bawah gak jahit beli kondisi kyk gin sih amanah,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Putih - XXL ( 120-140Cm ),Ada gambar,AG000036.jpg,1,Negative,0.0
AB000298,2024-01-01,Ukurannya pas  Tinggi badan 160 - 170 cm,ukur pas badan,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AB000298.jpg,5,Positive,1.0
Q000245,2024-01-01,keren👍,keren,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - M,Tidak ada gambar,Q000245.jpg,5,Positive,1.0
AC000289,2024-04-01,"bahan bagus, ukuran udah diukur sesuai tapi ternyata yang sampe masih kekecilan huhu",bahan bagus ukur udah ukur sesuai sampe kecil huhu,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AC000289.jpg,5,Positive,1.0
B000013,2025-03-11,Ankku suka bgtz pas ukurn M umr 2 thn,ankku suka bgtz pas ukurn umr thn,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: PINK BFF FOREVER - M,Ada gambar,B000013.jpg,5,Positive,1.0
H000039,2025-01-01,"Bahan tipis, jaitan tidak rapi, TDK sesuai yg di harapkan",bahan tipis jaitan rapi tdk sesuai harap,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Size Normal,Tidak ada gambar,H000039.jpg,1,Negative,0.0
AZ000172,2025-02-22,"Bahan: Tdk bagus
Bentuk dan ukuran: Tdk sesuai",bahan tdk bagus bentuk ukur tdk sesuai,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Choco - XL,Tidak ada gambar,AZ000172.jpg,2,Negative,0.0
H000038,2025-01-01,"Jelekkk, sangat"" tidak memperhatikan pesan dari customer, apa ga bisa baca pesan opsional yang customer tulis, padahal itu penting bgt loh dibaca, barangkali customer...",jelekkk perhati pesan customer baca pesan opsional customer tulis bgt loh baca barangkali customer,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Maroon - Tangan Panjang (Sz Jumbo),Ada gambar,H000038.jpg,1,Negative,0.0
AI000021,2024-11-01,"Warna tidak sesuai, aslinya warnanya lbh pudar",warna sesuai asli warna lbh pudar,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: DIANA BLUE - 120,Ada gambar,AI000021.jpg,2,Negative,0.0
G000038,2024-01-01,"ukuran 30 kecil lingkar pinggang g nyampe 80cm,,tidak sesuai diskripsi",ukur lingkar pinggang nyampe cmtidak sesuai skripsi,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Hitam - 30,Tidak ada gambar,G000038.jpg,1,Negative,0.0
AG000449,2025-03-08,"Adem ,bagus",adem bagus,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Navy - XL ( LD 110-130Cm ),Tidak ada gambar,AG000449.jpg,5,Positive,1.0
B000483,2025-02-01,Jelekkkkkkkkkkkkkkk sangattt bangetttttt nyesal belinya,jelekkkkkkkkkkkkkkk sangattt bangetttttt nyesal beli,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: FANTA MIMI - S,Tidak ada gambar,B000483.jpg,1,Negative,0.0
AD000322,2024-01-01,"Gak teliti, beli 32 dikasih 34, alhasil kebesaran",gak teliti beli kasih alhasil besar,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,Ada gambar,AD000322.jpg,1,Negative,0.0
C000135,2025-03-12,Keren banget sih 🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻,keren banget sih,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Black - XXL,Ada gambar,C000135.jpg,5,Positive,1.0
AF000260,2024-01-01,Paket sudah diterima sesuai deskripsi,paket terima sesuai deskripsi,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AF000260.jpg,5,Positive,1.0
P000254,2025-02-01,Tidak direkomendasikan. Kainnya sangat-sangat tipis,rekomendasi kain sangatsangat tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - L,Ada gambar,P000254.jpg,1,Negative,0.0
AW000032,2025-03-12,Warna TDK sesuai,warna tdk sesuai,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 15 tahun,Tidak ada gambar,AW000032.jpg,2,Negative,0.0
L000397,2024-01-01,Ukurannya pas,ukur pas,CELANA PANJANG JEANS PRIA STRETCH,Varian: black garment - 36,Tidak ada gambar,L000397.jpg,5,Positive,1.0
AD000085,2025-01-01,"produk tanpa cacat, bahan adem, sesuai dengan deskripsi tertera, memuaskan. terimakasih",produk cacat bahan adem sesuai deskripsi tera muas terimakasih,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AD000085.jpg,5,Positive,1.0
A000283,2024-01-01,bagussss..... next beli lagi. pengiriman juga cepat...,bagussss next beli kirim cepat,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: M,Tidak ada gambar,A000283.jpg,5,Positive,1.0
AH000029,2024-06-01,Tidak sesuai,sesuai,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 85,Tidak ada gambar,AH000029.jpg,2,Negative,0.0
H000096,2025-03-01,"Tidak sesuai yang saya pesan,Saya pesan lengan panjang yang datang malah lengan pendek",sesuai pesansaya pesan lengan lengan pendek,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Choco - Tangan Panjang (Sz Jumbo),Tidak ada gambar,H000096.jpg,2,Negative,0.0
AC000228,2024-06-01,sip,sip,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AC000228.jpg,4,Positive,1.0
H000020,2025-02-01,"Dapet baju yang cacat ga di neci, benangnya keluar keluar. Sellernya tidak cek",dapet baju cacat neci benang sellernya cek,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Size Jumbo,Tidak ada gambar,H000020.jpg,1,Negative,0.0
AL000024,2024-01-01,Tipis banget,tipis banget,KEMEJA STRIP WANITA KECE Baju,Varian: 25 - All size,Tidak ada gambar,AL000024.jpg,2,Negative,0.0
AU000010,2025-03-08,"Barang tidak sesuai, ukuran XL tapi kecil banget",barang sesuai ukur banget,Kaos Anak Motif Adek dan Kakak untuk usia 1-12 Tahun Laki-laki dan perempuan,Varian: AK 01 - 4-6 Tahun (XL),Tidak ada gambar,AU000010.jpg,2,Negative,0.0
L000228,2024-01-01,"udah order ke-5 x nya doong...
orderan pertama udah 3 thn yg lalu, celana nya sampe sekarang masih bagus, baik"" saja, warnanya tidak pudar, tidak melar rusak gitu, po...",udah order nya doong order udah thn celana nya sampe bagus warna pudar melar rusak gitu,CELANA PANJANG JEANS PRIA STRETCH,Varian: Hitam - 38,Tidak ada gambar,L000228.jpg,5,Positive,1.0
AC000019,2024-01-01,warnanya pudar kayak produk lama,warna pudar kayak produk,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AC000019.jpg,1,Negative,0.0
AA000014,2024-01-01,"celana chinosnya tidak sesuai dengan size dalam diskripsi. size 34 real 39. kelebihan 1-2cm its oke lah. kalau lebih ya harus ngecilin lg. sebelum e beli size 36, krn siz...",celana chinosnya sesuai size skripsi size real lebih its oke ngecilin beli size krn siz,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AA000014.jpg,1,Negative,0.0
AW000057,2025-03-09,kecil banget dikakinya jdnya ga muat meskipun beli no besar jg..,banget kak jdnya muat beli,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 9 tahun,Tidak ada gambar,AW000057.jpg,2,Negative,0.0
AK000014,2025-03-01,Dikrm leher v,dikrm leher,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Navy - XXL,Tidak ada gambar,AK000014.jpg,1,Negative,0.0
AL000046,2024-01-01,"Bagus,untuk harga 85 sbnrnya standar aja tpi sayang produk yg dikirim ngga sesuai sm pesanan, mls bgt hrs retur jauh lama",bagusuntuk harga sbnrnya standar aja tpi sayang produk kirim ngga sesuai pesan mls bgt hrs retur,KEMEJA STRIP WANITA KECE Baju,Varian: 07 - All size,Ada gambar,AL000046.jpg,1,Negative,0.0
A000045,2024-09-01,"Highly recommend Kaos Polos Net Persada shirts for anyone looking for a good quality, versatile, and comfortable basic t-shirt.",highly recommend kaos polos net persada shirts for anyone looking for good quality versatile and comfortable basic tshirt,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,Tidak ada gambar,A000045.jpg,5,Positive,1.0
P000195,2025-03-13,"Bahan nya panas, tdk sesuai yg d harapkan",bahan nya panas tdk sesuai harap,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Navy - XL,Tidak ada gambar,P000195.jpg,1,Negative,0.0
L000014,2024-01-01,tidak ada lubang kancing,lubang kancing,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 32,Tidak ada gambar,L000014.jpg,1,Negative,0.0
P000198,2025-03-13,Terlalu tipis🙈,tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Navy - XL,Tidak ada gambar,P000198.jpg,2,Negative,0.0
AV000065,2025-02-01,Pesen nya ukuran 9_10 th di kirim xxxl pauah bgt,sen nya ukur kirim xxxl pauah bgt,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best 07 - 3XL 9-10 tahun,Ada gambar,AV000065.jpg,1,Negative,0.0
AE000264,2024-03-01,Mantapsss,mantapsss,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000264.jpg,5,Positive,1.0
P000154,2025-03-13,Tipis kak,tipis kak,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Sage soft - L,Tidak ada gambar,P000154.jpg,2,Negative,0.0
L000020,2024-01-01,ukuran terlalu kecil,ukur,CELANA PANJANG JEANS PRIA STRETCH,Varian: blue garment - 34,Tidak ada gambar,L000020.jpg,2,Negative,0.0
AR000006,2024-11-01,Luntur baju nya,luntur baju nya,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Hitam - allsize,Tidak ada gambar,AR000006.jpg,2,Negative,0.0
AE000089,2024-12-01,"barang sesuai deskripsi,,pengiriman cpett,,andalan pisan belanja d aerostreet..",barang sesuai deskripsipengiriman cpettandalan pis belanja aerostreet,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AE000089.jpg,5,Positive,1.0
T000066,2024-01-01,Proses pesanan cepat.,proses pesan cepat,"jaket bomber premium,jaket pria",Varian: hijau army - XXL,Tidak ada gambar,T000066.jpg,4,Positive,1.0
Q000445,2024-01-01,"mantab jas blazernya, murah tapi gak murahan, terimakasih parayu, sangat berkualitas. tinggi badan 168 berat 55cm cocok pakai M.",mantab jas blazer murah gak murah terimakasih parayu kualitas badan berat cocok pakai,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - M,Tidak ada gambar,Q000445.jpg,5,Positive,1.0
AA000006,2025-03-12,"beli yg warna krem suka banget karena ukurannya pas, mau nambah warna beli yg hitam malah ukurannya agak beda padahal sama size 30, tolong aerostreet quality controlnya d...",beli warna krem suka banget ukur pas nambah warna beli hitam ukur beda size tolong aerostreet quality controlnya,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AA000006.jpg,2,Negative,0.0
AK000004,2025-03-13,Kekecilan,kecil,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Peach - XL,Tidak ada gambar,AK000004.jpg,1,Negative,0.0
K000231,2024-01-01,Ukurannya pas Tinggi badan 150 - 160 cm Berat badan 61 - 70 kg,ukur pas badan berat badan,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Hitam - Fit to XXL,Tidak ada gambar,K000231.jpg,5,Positive,1.0
G000040,2024-01-01,"ukuran cacat.
ukuran 32 kaya 30.
padahal pernah beli di sini jg.
cuma beda warna",ukur cacat ukur kaya beli beda warna,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Abu-abu Muda - 32,Tidak ada gambar,G000040.jpg,2,Negative,0.0
S000484,2024-01-01,"mantap banget produknya, size sesuai, keren, tapi barangnya emang kaku ya ?",mantap banget produk size sesuai keren barang emang kaku,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Green Army - L,Tidak ada gambar,S000484.jpg,5,Positive,1.0
AH000025,2024-08-01,"Bajunya jelek buluk
Seharusnya di pilih2 dulu sebelum di jual apalagi harga 50 ribu  ke atas klw 10 ribu  si gapapa ini 50 ribu tapi buluk
Kualitas produk: Jelek buluk be...",baju jelek buluk pilih jual harga ribu klw ribu gapapa ribu buluk kualitas produk jelek buluk,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 19,Tidak ada gambar,AH000025.jpg,1,Negative,0.0
AT000083,2025-02-01,Kurang satu sk bunga salur yg tidak  ada bayar 4 barang yg datang cuma 3,bunga salur bayar barang,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: SK Bunga Salur,Ada gambar,AT000083.jpg,1,Negative,0.0
AB000015,2024-01-01,kualitas jelek jahita gampang sobek,kualitas jelek jahita gampang sobek,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AB000015.jpg,1,Negative,0.0
B000057,2024-12-01,"Bahan tipis, dipakai anak kepanasan. Tidak rekomendasi",bahan tipis pakai anak panas rekomendasi,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: PINK ENJOY TIME - XL,Tidak ada gambar,B000057.jpg,1,Negative,0.0
AD000002,2025-02-15,ukuran 30 nya gak normal. ketat banget udh kaya pake celana lejing,ukur nya gak normal ketat banget udh kaya pake celana lejing,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AD000002.jpg,1,Negative,0.0
P000062,2025-03-09,Tipis ternyata tak kira agak tebel bahan nya ga sesuai SM harga nya,tipis tebel bahan nya sesuai harga nya,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Milo - L,Tidak ada gambar,P000062.jpg,1,Negative,0.0
P000081,2025-03-08,Keren,keren,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Milo - XL,Tidak ada gambar,P000081.jpg,1,Negative,0.0
N000457,2025-03-08,"Kualitas produk: Sesuai gambar
Warna 100% realpict bagus,suka bangettttt👌👌",kualitas produk sesuai gambar warna realpict bagussuka bangettttt,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Smoke - All Size,Tidak ada gambar,N000457.jpg,5,Positive,1.0
U000010,2025-02-01,"Bahan tidak sesuai ekspektasi dan sesuai foto,untuk harga segitu tidak sesuai menurut saya,bahannya tipis sekali,kayak jaket murah",bahan sesuai ekspektasi sesuai fotountuk harga segitu sesuai sayabahannya tipis sekalikayak jaket murah,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: L - BLACK,Tidak ada gambar,U000010.jpg,1,Negative,0.0
D000157,2024-11-01,"Bagus ,,,pas",bagus pas,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Brokenwhite - Ld 140,Ada gambar,D000157.jpg,5,Positive,1.0
X000205,2024-01-01,"product sesuai spesifikasi, packing ok pengiriman ok",product sesuai spesifikasi packing kirim,House of Smith Harrington Jacket Hangor Navy #4 - Jaket Harrington Pria,Varian: XL,Ada gambar,X000205.jpg,5,Positive,1.0
A000338,2024-01-01,baguusss..bahan adem tp ga tipis...udh order brp x dsni..syukaakk,baguusssbahan adem tipisudh order brp dsnisyukaakk,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: M,Tidak ada gambar,A000338.jpg,5,Positive,1.0
AJ000454,2025-03-01,"bajunya sobek depan belakang😔😔
admin di cht ga dibales'",baju sobek admin cht dibales,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Maroon - XL (LD 120cm),Ada gambar,AJ000454.jpg,2,Negative,0.0
S000430,2024-01-01,"barange apik tenan, bakule ya ramah",barange apik tenan bakule ramah,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Green Army - XL,Tidak ada gambar,S000430.jpg,5,Positive,1.0
F000264,2024-01-01,mantul,mantul,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Hitam,Tidak ada gambar,F000264.jpg,5,Positive,1.0
B000009,2025-02-01,Jelekkkkkkkkkkkkkkk sangattt bangetttttt nyesal belinya,jelekkkkkkkkkkkkkkk sangattt bangetttttt nyesal beli,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: FANTA MIMI - S,Tidak ada gambar,B000009.jpg,1,Negative,0.0
AG000017,2025-03-08,Puas bangett,puas bangett,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Salem - XXL ( 120-140Cm ),Tidak ada gambar,AG000017.jpg,2,Negative,0.0
AF000289,2024-01-01,"Tinggi badan 171 , agak kepanjangan. tp pinggang n paha pas. bahan lembut n nyaman",badan panjang pinggang paha pas bahan lembut nyaman,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AF000289.jpg,5,Positive,1.0
C000004,2025-03-11,"Baru buka paket,Warna yg di kirim salah,pesen dark grey tapi dateng kaya expreso",buka paketwarna kirim salahpesen dark grey dateng kaya expreso,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Dark Grey - XL,Tidak ada gambar,C000004.jpg,1,Negative,0.0
I000385,2024-01-01,"Ukurannya pas, bahannya bagus",ukur pas bahan bagus,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Black - XXXL,Ada gambar,I000385.jpg,5,Positive,1.0
AV000012,2025-03-10,Pesen nya ukuran L kenapa yg Dateng ukuran XL  bahannya sih bagus,sen nya ukur dateng ukur bahan sih bagus,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best 04 - L 4-5 tahun,Ada gambar,AV000012.jpg,2,Negative,0.0
Y000031,2025-03-08,"foto mengambarkan keaadaan barang,serat jaket nya rontok ke baju,putih2,
sangat tidak sesuai haraga,
tipis
kapok beli barang online",foto ambar keaadaan barangserat jaket nya rontok bajuputih sesuai haraga tipis kapok beli barang online,House Of Smith Lpl Misty #26 - Sweater Hoodie Casual Pria Fleece,Varian: XL,Ada gambar,Y000031.jpg,1,Negative,0.0
Y000151,2025-01-01,"warna , ukuran , model sesuai dengan gambar.",warna ukur model sesuai gambar,House Of Smith Lpl Misty #26 - Sweater Hoodie Casual Pria Fleece,Varian: XL,Tidak ada gambar,Y000151.jpg,5,Positive,1.0
AH000226,2025-02-01,"Mungkin pas paketan aku kebetulan kainnya amburadul, tangannya ga pas 🥹 padahal motifnya bagus dan suka",pas paket kain amburadul tangan pas motif bagus suka,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 07,Tidak ada gambar,AH000226.jpg,2,Negative,0.0
A000122,2024-01-01,"Ukurannya pas, pengiriman cepat",ukur pas kirim cepat,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,Tidak ada gambar,A000122.jpg,5,Positive,1.0
AX000024,2025-03-08,Kkcilan pdhl udh psen size gede,kkcilan pdhl udh psen size gede,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif I - XL,Tidak ada gambar,AX000024.jpg,1,Negative,0.0
AE000231,2024-04-01,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000231.jpg,5,Positive,1.0
AQ000049,2024-06-01,Bahnnya tipis,bahnnya tipis,JUMPSUIT / OVERALL LIVE KODE A (1-100),Varian: KODE A19,Tidak ada gambar,AQ000049.jpg,1,Negative,0.0
AB000001,2025-02-01,"Salah pilih ukuran, price tag dll masih ada, dikomplain di hari yang sama saat barang datang, tapi tetep ga bisa retur barang, padahal udh suka produk lokal, brand lain p...",salah pilih ukur price tag dll komplain barang tetep retur barang udh suka produk lokal brand,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AB000001.jpg,1,Negative,0.0
AT000042,2025-02-01,"Engga sesuai pesanan,saya pesan yg garis"" bunga"" yg dateng lain motipnya",engga sesuai pesanansaya pesan garis bunga dateng motipnya,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: MT Ice Blue,Ada gambar,AT000042.jpg,1,Negative,0.0
AF000487,2024-01-01,"bagus sekali, ukuran pas, bahan tebal. pengiriman juga cepat. terimakasih",bagus ukur pas bahan tebal kirim cepat terimakasih,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AF000487.jpg,5,Positive,1.0
J000002,2024-12-01,bahan tipis,bahan tipis,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Red - XXL,Tidak ada gambar,J000002.jpg,2,Negative,0.0
AF000018,2025-02-15,"no 36 lebar di dikripsi 47,5 setelah saya ukur 45cm untuk ukuran 34,di celana ukuran 36 bener tapi  di ukur beda krcewa",lebar dikripsi ukur ukur celana ukur bener ukur beda krcewa,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AF000018.jpg,2,Negative,0.0
AF000032,2024-12-01,paassss,paassss,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 34,Ada gambar,AF000032.jpg,5,Positive,1.0
AP000068,2024-01-01,Pesen hazel datangnya dasty padahal pesenan orang lain,sen hazel datang dasty sen orang,HSS - Vivi midi dress knit,Varian: Hazel Vivi Midi,Tidak ada gambar,AP000068.jpg,1,Negative,0.0
A000065,2024-07-01,"produk ok, kaos nyaman, anak suka, terima kasih",produk kaos nyaman anak suka terima kasih,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: XL,Ada gambar,A000065.jpg,5,Positive,1.0
H000028,2025-01-01,Mksih ka pket sdh smpai tp sy kecewa tdk sesuai dngan psnan warna.sy mnta biru elextrik tp yg dtg ldtg.sran sy lbh teliti lg dngan smua pesanan kostemer ya ka.klo memang...,mksih pket sdh smpai kecewa tdk sesuai dngan psnan warnasy mnta biru elextrik dtg ldtgsran lbh teliti dngan smua pesan kostemer kaklo,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Electric Blue - Tangan Panjang (Sz Jumbo),Ada gambar,H000028.jpg,2,Negative,0.0
Z000452,2024-11-01,"pas dibadan, enak dipakai, dan sedikit tebal, siip",pas bad enak pakai tebal siip,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: NAVY GELAP - XL,Tidak ada gambar,Z000452.jpg,5,Positive,1.0
AX000003,2025-03-14,"Bahan nya agak tipis dan motif yg dikirim tidak sesuatu dgn gambar motif yg di iklankan.

Ukuran pesanan xl yg dikirim xxl, jujur utk kelas distro , jauh sekali. 

Jujur...",bahan nya tipis motif kirim dgn gambar motif iklan ukur pesan kirim xxl jujur utk kelas distro jujur,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif A - XL,Tidak ada gambar,AX000003.jpg,1,Negative,0.0
